name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month
#38 Damen Suite.,42.01497542,-87.67911484,Entire home/apt,80,3,0,,
Cozy 1930's 1BD apt near the lake,42.00203884,-87.66653348,Entire home/apt,75,2,45,06/11/2016,1.28
Duplex Apartment 4 bd 3 bath + Yard,42.00232207,-87.66685995,Entire home/apt,325,3,7,11/10/2016,0.33
Sleeping bed in the living room,42.01483671,-87.66737627,Shared room,36,1,0,,
Cozy Loveseat crash spot,42.00656546,-87.670271,Shared room,35,2,1,31/07/2016,0.11
"Private Room ""Wolfelodge"" in Rogers Park",42.01698738,-87.68209348,Entire home/apt,95,1,9,21/08/2015,0.37
Authentic 1920s Castle: Airbed,42.01768174,-87.68408421,Shared room,16,2,41,03/05/2017,2.73
Light-filled apartment by the lake,42.00979495,-87.66375724,Entire home/apt,95,30,15,23/08/2016,0.35
"Sunny, spacious 3-br Prairie apt",42.00102206,-87.66414943,Entire home/apt,150,2,2,23/02/2017,0.15
Sunny open room in Rogers Park,42.01420838,-87.67062554,Private room,55,1,9,04/07/2016,0.38
Lake Shore Mansion,42.01849458,-87.66630293,Entire home/apt,830,1,0,,
LAKESIDE PIED `A TERRE STEPS TO EXPANSIVE BEACH,42.0026929,-87.65826873,Entire home/apt,95,2,3,01/05/2017,3.00
Vintage Living In Rogers Park,42.00802518,-87.67253859,Private room,45,2,65,13/04/2017,2.62
On the lake w/ massive outdoor deck & huge views!,42.02175343,-87.66627266,Entire home/apt,105,2,9,08/05/2017,2.65
Second bed (twin) in a private room,42.00633719,-87.67107823,Shared room,37,2,3,17/07/2016,0.26
#37 Summer exchange students wanted,42.01540234,-87.68069792,Entire home/apt,90,3,0,,
The Blue Studio in Rogers Park,42.00190584,-87.67050619,Entire home/apt,103,2,27,22/04/2017,2.39
Comfy room in Rodgers park,42.01513624,-87.6829771,Private room,35,1,2,09/05/2017,2.00
Near Loyola University-Beach-CTA: Garden Unit,42.00708228,-87.66577453,Entire home/apt,40,1,18,09/05/2017,1.96
Studio steps from Loyola&Beach,42.00580167,-87.66221348,Entire home/apt,49,1,3,15/04/2017,2.31
2BR Suite Next to the Red Line,41.9998289,-87.66031182,Entire home/apt,260,1,3,04/04/2017,0.27
NoHo Haven,42.02064675,-87.67030841,Private room,69,2,22,22/09/2016,1.01
Short stay-Warm and Cozy room in Beautiful Condo,42.02104683,-87.67299898,Private room,40,1,6,07/05/2017,0.90
Classic Chicago- Rogers Park Apartment,42.00468462,-87.67085817,Private room,35,1,10,07/05/2017,7.89
Perfect for One in Charming home.,42.00354922,-87.67380345,Private room,61,3,12,01/10/2016,0.48
Large Master Bedroom Close to Train Loyola Station,41.99998731,-87.67148997,Private room,35,28,8,21/12/2014,0.18
"Huge Victorian near Loyola, Lake #2",42.0062318,-87.66794356,Private room,59,2,144,24/04/2017,2.95
Comforts of Home in Chicago...,42.01386214,-87.68128071,Entire home/apt,179,2,0,,
"Huge Victorian near Loyola, Lake #3",42.00425793,-87.66692593,Private room,59,2,128,30/04/2017,2.57
Space in Chicago - Students,42.0090799,-87.67099821,Entire home/apt,112,3,0,,
"Cool, Quiet, and Chill at Morse 'L'",42.01074831,-87.66498787,Private room,65,2,29,21/09/2016,1.25
Where Modern Living & Convenience Converge,41.998248,-87.65960663,Entire home/apt,99,2,0,,
Cozy-Chic Comfort in Chicago,42.00516968,-87.66431123,Private room,65,1,246,06/05/2017,4.14
Farwell Apartment,42.00699694,-87.67180456,Entire home/apt,60,1,3,16/06/2016,0.27
Comfortable room near Loyola & Lake Michigan,42.00222544,-87.67082198,Private room,35,2,5,21/04/2017,0.78
Spacious and inexpensive 1 bedroom (w/cats!),42.00244864,-87.66862019,Entire home/apt,30,4,0,,
Cozy Vintage Bungalow Home,42.01803256,-87.68317953,Private room,34,1,19,08/05/2017,10.18
Charming Lakeside Apartment,42.01930899,-87.66657573,Entire home/apt,86,1,41,07/05/2017,3.07
"Bright private room in Rogers Park, steps to CTA!",42.00735277,-87.67245886,Private room,45,1,10,10/04/2017,2.31
Cute Rogers park shared room,42.00566146,-87.67013385,Shared room,51,2,0,,
Vintage Charm Near Lake,42.00451436,-87.66203096,Entire home/apt,211,2,30,27/12/2016,1.83
Modern 1 bedroom in Rogers Park!,42.0059792,-87.67210972,Entire home/apt,96,2,77,24/04/2017,2.28
"Charming 1br/1bth, suite, sep entry",42.00615016,-87.66851529,Private room,98,2,29,26/04/2017,1.34
Blocks from lake with parking spot,42.01984914,-87.67264697,Entire home/apt,100,2,1,16/04/2017,1.00
"Luxury Loyola 3 Bedroom-2 Bath, Near Beach and El",42.00165906,-87.6652989,Entire home/apt,195,2,5,06/04/2017,1.03
Stylish 2 br - Rogers Park,42.00067604,-87.66318777,Entire home/apt,120,2,123,25/04/2017,3.68
Authentic 1920s Castle,42.01628096,-87.68356525,Entire home/apt,65,2,45,21/04/2017,2.97
Huge Victorian near Loyola 2bd Apt,42.00380766,-87.67082081,Private room,159,2,101,23/04/2017,2.11
2BR Suite @ The Flats at Loyola Station,42.00094847,-87.66218856,Entire home/apt,260,1,6,23/04/2017,2.22
Quiet One Bedroom near Beach and Transit,42.00739366,-87.66728387,Entire home/apt,82,1,3,11/04/2017,0.46
Private room! Private Bath! Easy Transportation!,42.00835475,-87.66581183,Private room,75,2,89,07/05/2017,3.75
1Bed 1558 1/2 W Juneway Ter Chicago,42.02171866,-87.67106175,Entire home/apt,80,1,1,07/05/2017,1.00
A block from Train Nice 2 Bedroom 2 Full Bathroom!,42.01598983,-87.66901336,Entire home/apt,70,4,44,07/05/2017,1.40
Peaceful 1 Bed/Bath Steps from Lake,42.00640284,-87.65971399,Private room,75,14,15,31/07/2016,0.77
"Cozy, Spacious Room, Rogers Park ",42.0043515,-87.67500775,Private room,72,3,29,26/10/2016,0.74
Chicago/Evanston 4BR/3.5BA Single Family Home,42.00854657,-87.67995892,Entire home/apt,450,3,7,27/12/2016,0.62
2 Beds In North Chicago,41.9986821,-87.6677984,Private room,40,1,4,20/03/2017,0.47
*So Chic & Spacious 1 Bedroom Apt*,42.00263208,-87.66643266,Entire home/apt,120,1,3,09/04/2017,1.58
Quiet Crash Pad,42.01390846,-87.67599181,Private room,30,2,6,19/03/2017,0.31
"Cozy Room, Classic Chicago House",42.01855143,-87.6678223,Private room,45,2,40,19/04/2017,0.65
3 min to train +  free parking,42.01454766,-87.66510666,Entire home/apt,65,1,168,09/05/2017,5.83
Loft Style Private Apt (1 Room- 420 Friendly),41.99920255,-87.67208804,Private room,50,1,47,07/05/2017,4.25
"Peaceful & cozy, near train & lake",42.00026075,-87.66682109,Private room,48,1,8,16/10/2016,0.42
Private bedroom & bathroom in duplex!,42.01622138,-87.67960124,Private room,45,2,11,07/05/2017,0.45
Modern Top-Floor Condo near Lake w/ Vintage Charm,42.00656254,-87.66284813,Entire home/apt,125,2,0,,
Beautiful Large Vintage 1 Bd Apt with Boho Charm!,42.00387068,-87.66490098,Entire home/apt,100,2,16,06/05/2017,1.46
Vintage apt near Lake Michigan  ,42.01061498,-87.66497291,Entire home/apt,129,3,12,31/03/2017,0.35
My Tiny Castle,42.01838473,-87.68033603,Entire home/apt,169,2,15,27/11/2016,1.30
Charming Rogers Park Bedroom,42.00184271,-87.66957929,Private room,50,2,44,08/05/2017,2.41
Private Room near Lake and Train,42.01815148,-87.6683673,Private room,45,2,51,14/11/2016,0.87
Directly on the lake! Cozy spot w/ panoramic views,42.02102737,-87.66424243,Entire home/apt,125,2,10,01/05/2017,2.27
Authentic 1920s Castle: Room 2,42.01739252,-87.68273761,Private room,40,2,47,03/05/2017,3.13
Private room in a cozy city condo,42.01761346,-87.67986647,Private room,55,1,62,11/04/2017,1.27
Private BR/Bath Steps From the Lake,42.00564772,-87.66330007,Private room,65,2,62,06/05/2017,1.84
Beautiful Apartment with 2 cats!,42.01363115,-87.66495001,Private room,40,1,21,17/04/2017,1.03
1 of 2 beds-2nd furnished bedroom-,42.00689607,-87.6695083,Shared room,59,2,1,20/05/2016,0.08
"Loyola Garden Room-Private Bathroom, Free Parking",42.00329471,-87.66365282,Private room,49,2,27,23/04/2017,2.47
Chicago living doesn't get any better than this!,42.01443668,-87.68259065,Entire home/apt,229,2,0,,
Great 1B Steps from Beach :),42.00527305,-87.66405308,Entire home/apt,59,7,12,03/04/2017,0.28
"Beautiful, large, light-filled 1Bd",42.00529064,-87.67761383,Entire home/apt,110,2,27,02/05/2017,0.78
NoHo Haven,42.02082976,-87.67044355,Entire home/apt,135,2,5,08/05/2017,0.28
Sunny apartment near lake--Grt City access,42.0156333,-87.67097985,Entire home/apt,75,2,0,,
"2BR Condo next to Red Line, Restaurants, and More!",42.00101757,-87.66207524,Entire home/apt,260,1,6,07/05/2017,0.44
Walk one minute to the Beach!!!,42.0117992,-87.66269239,Entire home/apt,225,3,1,22/04/2016,0.08
Spacious Bedroom in E. Rogers Park,42.00492607,-87.66471446,Private room,85,1,1,31/07/2016,0.11
New Modern and Large unit in Chicago Northside.,42.00036954,-87.67102626,Entire home/apt,100,4,2,08/05/2017,1.13
2 bedrooms available near Loyola & Lake Michigan,42.00271102,-87.67076306,Private room,80,2,0,,
"Spacious, Cozy Room Next to Train!",42.0067386,-87.66578134,Private room,39,1,30,31/12/2016,1.82
Loyola University Private Room,42.00535994,-87.66787855,Private room,45,10,31,07/04/2017,0.83
2Bed/2Bath Beauty by Lake & Loyola!,42.00559551,-87.66169044,Entire home/apt,249,4,6,26/11/2016,0.51
Beautiful Three Bedroom Apartment near Loyola,42.00004495,-87.66206001,Entire home/apt,125,1,20,07/05/2017,5.50
"Cozy 2 Bedroom unit, walking distance to train.",42.00061182,-87.66904328,Entire home/apt,70,4,73,09/05/2017,1.57
One Bedroom Condo next to Loyola University,42.00155566,-87.66227308,Entire home/apt,190,1,1,05/04/2016,0.07
"Lovely room in great neighborhood, on safe street.",42.00896222,-87.67788233,Private room,30,1,4,08/02/2017,1.15
Beautifully furnished room hand carved high bed.,42.0097512,-87.67821655,Private room,30,1,1,20/03/2017,0.58
Luxury  2 Bedroom  2 Bath Private,42.00238954,-87.66692239,Entire home/apt,99,2,61,28/04/2017,2.32
"#42- loyola U, Northwest U. Beach",42.01117168,-87.66466109,Entire home/apt,115,2,29,06/11/2016,1.01
Cozy Chicago Condo W/ Garage Prking W/D InUnit,42.00807515,-87.66759068,Entire home/apt,145,7,5,31/03/2017,0.43
"Modern Loft a Block from Lake, Transit, & Food",42.00716683,-87.66152062,Entire home/apt,195,1,9,29/01/2017,0.54
Luxury 1 bed 1 bath. Private,42.00199088,-87.66722989,Entire home/apt,55,2,19,05/03/2017,1.12
Chicago Apartment with Deck on Northside w/Parking,42.01114474,-87.67634326,Entire home/apt,99,2,24,07/05/2017,0.54
Northside Chicago Favorite: Recently Rehabbed!!,42.01218902,-87.66929005,Entire home/apt,200,2,12,07/05/2017,1.87
Roger's Park Retreat,42.004864,-87.66249822,Entire home/apt,154,1,42,27/11/2016,1.79
Cozy Apartment with Lots of Natural light.,42.0113612,-87.66336902,Entire home/apt,65,2,12,07/05/2017,6.92
AIRY. WARM. COZY WELCOME歡迎 أهلا بك स्वागत हे,42.01697221,-87.6839985,Private room,45,1,77,12/02/2017,2.37
Condo on Lake Michigan!!,42.01750741,-87.66385688,Private room,50,1,22,24/11/2016,2.28
Victorian greystone near Loyola U!,41.99890877,-87.67334342,Entire home/apt,109,2,131,08/05/2017,2.98
Bright and Large 3 bedroom close Red Line Train,41.99968674,-87.67115873,Entire home/apt,100,4,70,18/04/2017,2.16
Artsy 2BDR Condo in the Heart of Roger's Park,42.00153884,-87.66161272,Entire home/apt,260,1,4,18/03/2017,0.37
bedroom with private office,42.00181171,-87.66416918,Private room,65,1,4,23/04/2017,0.46
Private Bedroom + Bath—Rogers Park Sanctuary Home,42.00220325,-87.67304752,Private room,75,1,26,19/02/2017,1.18
Bedroom in vintage home Rogers Park,42.00399979,-87.67503349,Private room,65,3,23,07/04/2017,0.62
Spacious 1915 Condo near Lake!,42.00385929,-87.66208982,Entire home/apt,145,2,71,06/05/2017,3.00
Northern Chicago - Cozy 1 Bedroom Apt,42.00853089,-87.67973489,Entire home/apt,85,1,4,21/08/2016,0.44
"Great room, bright home in Chicago close to train.",42.00024708,-87.67050393,Private room,70,3,0,,
Gorgeous Condo Steps Away from the Red Line!,42.00119273,-87.66116138,Entire home/apt,190,1,0,,
Room for your stay,41.97617466,-87.77761347,Private room,39,1,1,19/10/2016,0.15
"Layover Crash Pad, 11 minutes from O'hare",41.98175119,-87.77497999,Private room,20,1,3,23/04/2017,0.80
"COMFORTABLE, QUIET, COZY NEW.",41.97672745,-87.77778969,Private room,37,1,11,08/05/2017,0.99
"Lovejoy Home Floor 1, a chill 2BD, 1 BA Treasure",41.97924188,-87.77144545,Entire home/apt,98,2,106,04/05/2017,2.97
Full home with master spa suite.,41.96917452,-87.77021578,Entire home/apt,275,2,2,01/01/2017,0.36
3 bedroom apartment for rent.,41.98371122,-87.77406024,Entire home/apt,140,3,10,05/11/2016,0.30
"Exclusive, comfy, quiet apartment for you to enjoy",41.9777168,-87.77749339,Entire home/apt,58,1,3,06/11/2016,0.34
"1st Floor Unit near by O'Hare, Metra & Blue Line",41.97108058,-87.77055089,Entire home/apt,70,1,10,08/05/2017,6.52
Safe and Cozy In Jefferson Park,41.97628668,-87.77426959,Private room,35,1,0,,
Entire Trendy Unit for you! btwn O'hare & Downtown,41.96839052,-87.76679395,Entire home/apt,60,1,28,06/05/2017,8.08
Spacious Jefferson Park Apartment,41.98590274,-87.77188191,Entire home/apt,110,2,39,09/04/2017,2.03
Jasper Room Chicago 20 min to OHare,41.97024639,-87.75273832,Private room,80,1,19,06/05/2017,0.83
Jefferson Pk Woods & bike path & 15 mins to O'hare,41.98573414,-87.76729446,Private room,48,2,0,,
"Private, nice, clean, new room great location.",41.97630586,-87.7776085,Private room,45,1,5,13/11/2016,0.57
Private bedroom with bathroom in Jefferson Park,41.97678545,-87.76645737,Private room,40,1,10,31/10/2016,1.14
Beautifully Remodeled Apartment,41.9769556,-87.76775618,Entire home/apt,70,3,5,06/05/2017,5.00
Private room in Jefferson Park,41.97100098,-87.75653629,Private room,75,1,19,24/04/2017,1.12
"Cozy, quiet, safe clean bedroom NW side Chicago",41.97751547,-87.7762016,Private room,30,1,2,06/09/2016,0.20
Great and Safe Place to Stay in Chicago,42.00891244,-87.78427364,Private room,65,1,0,,
Beautiful House for rent Edgebrook,41.9932438,-87.75699454,Entire home/apt,225,3,6,27/03/2017,0.14
Edgebrook Lg bdr by golf course,41.9924364,-87.75569095,Private room,75,2,36,26/04/2017,0.69
Northeastern and North Park Universities Sauganash,41.97798897,-87.74852596,Private room,75,1,0,,
The Ainslie Apartment,41.96918529,-87.75035949,Entire home/apt,80,2,25,01/05/2017,2.94
Private bedroom in Jefferson Park + Queen airbed.,41.97187924,-87.74947866,Private room,22,1,0,,
Edgebrook bdr by golf course,41.9920131,-87.75719426,Private room,65,2,34,30/04/2017,0.75
Beautiful New 3 bdrm Apt. 10 mins to DT & Ohare!!!,41.97619681,-87.7515243,Entire home/apt,135,2,4,30/04/2017,4.00
Vintage Fairytale Gingerbread Tudor House,41.98985937,-87.74263633,Entire home/apt,430,2,0,,
Spacious Retro Basement,41.99574379,-87.76231817,Private room,40,1,9,16/04/2017,0.79
Cozy and unique bungalow,41.97581138,-87.71246579,Entire home/apt,75,2,15,30/07/2016,0.65
3rd Flr Penthouse by Northeastern Illinois Univ,41.98300552,-87.71477519,Private room,80,1,8,07/05/2017,1.85
Comfy place to stay,41.98022063,-87.70976463,Private room,50,1,1,25/09/2016,0.13
1 bedroom close to train,41.97706962,-87.71294158,Private room,30,1,3,16/03/2017,0.49
Lovely 2 Bedroom Apartment,41.99264133,-87.72187291,Private room,74,1,35,08/05/2017,1.55
Cozy Private room.,41.97782861,-87.71556187,Private room,28,1,5,03/04/2017,0.93
Single House Private Room of Northshore Chicago,41.98526399,-87.7175237,Private room,39,1,9,27/07/2016,0.41
Cozy bedroom near Wrigleyville,41.9795599,-87.70945031,Private room,50,1,3,07/05/2017,0.47
"Charming, large 1 bedroom for you!!",41.98368493,-87.71233732,Entire home/apt,75,1,0,,
CHIC ROOM - 1 BLOCK FROM TRAIN (CTA BROWN LINE),41.96829737,-87.71517003,Private room,35,1,31,01/05/2017,3.03
Just come. You will be happy,41.96771609,-87.70612721,Private room,20,1,2,08/05/2017,2.00
"Solo female traveler, hosting same!",41.96756523,-87.72049555,Private room,40,1,30,30/04/2017,1.58
Clean & Serene - Quiet Northside Room,41.96694375,-87.70497301,Private room,60,2,0,,
Bright and Cozy Penthouse with Tons of Space,41.97021229,-87.70568287,Entire home/apt,100,2,1,16/01/2017,0.26
My cozy 3BR Victorian home,41.96341363,-87.70318253,Entire home/apt,249,2,6,09/04/2017,0.34
Bright newly remodeled 2bdr Apt off the train,41.9668851,-87.70577902,Entire home/apt,98,1,3,16/11/2016,0.47
"Inexpensive, Convenient, Private Apartment",41.96553293,-87.73434145,Entire home/apt,60,1,24,02/05/2017,4.86
3 Spacious BR - New Beds,41.96767426,-87.7354096,Entire home/apt,140,15,14,30/06/2016,0.60
Luxury Apartment 2BR/1BA,41.97246491,-87.70635647,Entire home/apt,75,1,1,05/05/2017,1.00
Guest Suite in Historic Bungalow District,41.97316373,-87.7337442,Private room,55,1,13,16/12/2016,1.15
August - Room right off the Francisco Brown Line,41.96884066,-87.70341859,Private room,42,1,5,22/05/2016,0.25
"Sabino's apartment, nice room",41.97114985,-87.7228579,Private room,50,1,1,07/05/2017,1.00
Comfortable Room with Private Bathroom,41.96775933,-87.70980392,Private room,65,1,5,07/05/2017,0.70
"Bright, Cozy Condo w/Free + Easy Street Parking",41.96602036,-87.70138734,Entire home/apt,120,2,1,07/08/2016,0.11
"Cute quaint place, convinient to everything!",41.97094065,-87.71623766,Entire home/apt,87,1,27,27/10/2016,2.44
"Cute place, convenient to everything in the city!",41.96736181,-87.71938595,Entire home/apt,45,1,25,29/04/2017,3.75
Beautiful Apt. Peaceful - Close to Transportation,41.96646808,-87.71872931,Private room,31,1,5,19/02/2017,0.99
River Bungalow in Ravenswood Manor,41.96534917,-87.69923875,Entire home/apt,110,6,6,24/02/2017,0.23
Artist Space With a Private Room,41.96867371,-87.71053444,Private room,72,1,0,,
Solo room w/KING - Brown line,41.97103738,-87.70502505,Private room,100,1,57,26/04/2017,2.60
Rustic River Space,41.97355215,-87.70659609,Private room,75,1,57,23/04/2017,1.22
Beautiful 4 Bed/3.5 Ba for Families,41.96317852,-87.70386643,Entire home/apt,299,2,5,07/05/2017,0.22
3 Bdr Apt Short/Long term stay off Brown line,41.96476416,-87.7061868,Entire home/apt,106,4,5,13/02/2017,0.53
WHOLE PRIVATE FLOOR near Train,41.96331303,-87.70915598,Entire home/apt,85,3,42,08/05/2017,0.67
Space & Sunlight ... home in progress,41.96826136,-87.74069261,Private room,45,2,10,13/11/2016,1.05
Quaint Garden-Level Apartment in Albany Park,41.96157159,-87.72438466,Entire home/apt,65,2,0,,
Garden apartment in Ravenswood Manor,41.96224352,-87.70468169,Entire home/apt,114,4,58,07/01/2017,1.69
The Bee Room,41.96888545,-87.71237176,Private room,50,1,46,15/04/2017,3.03
Private suite near train.,41.96537737,-87.70073451,Private room,50,1,1,30/10/2016,0.16
Huge Modern Condo - Master Bedroom,41.93874362,-87.78765081,Private room,70,2,25,19/03/2017,1.26
Tudor Home Steps frm Cubs Transport,41.94365685,-87.79296816,Entire home/apt,250,2,3,07/05/2017,2.81
全新装修新房 免费停车 房间内部连接完全的浴室,41.94012934,-87.78875188,Private room,72,1,4,18/03/2017,0.52
Welcoming All: Tudor Home Warm Community 1W,41.94108343,-87.79586336,Private room,105,2,4,22/08/2016,0.17
54-Home away from home- Safe place,41.9443512,-87.79968632,Private room,39,2,8,21/03/2017,0.22
Organic DIY Bed and Breakfast,41.94326721,-87.82254227,Entire home/apt,79,2,34,08/05/2017,2.38
2014 newly built newly renovate,41.93986543,-87.78791244,Private room,70,1,0,,
Welcoming All: Tudor Home  Warm Community 1E,41.94148187,-87.79431704,Private room,45,2,9,13/10/2016,0.28
Private In-law Suite near O'Hare,41.94042204,-87.83040167,Entire home/apt,149,1,11,06/11/2016,1.18
PRIVATE ROOM & BATH!BUSINESS READY!,41.93821918,-87.80850653,Private room,65,1,30,16/04/2017,2.48
Welcoming All: Tudor Home  Private 2-Room Suite LL,41.94309778,-87.79460726,Private room,60,5,2,11/12/2016,0.22
Welcoming All: Tudor Home Warm Community 2W,41.94319211,-87.7954567,Private room,60,5,2,29/12/2016,0.14
Private room  with a king size bed,42.00965158,-87.69752638,Private room,29,1,32,26/11/2016,2.51
